ability_id,ability_text_ko,tts_text,voice_tag,review_status,source_card_nos,source_card_ids,source_bird_names,source_ocr_texts
ability_8ec981b9e26a,"다른 플레이어 1명을 선택합니다. 그 플레이어의 초원 서식지에 있는 행동 큐브 1개마다 손에 있는 카드 1장을 이 새 아래에 끼워넣고, 같은 수만큼 카드를 뽑습니다.","다른 플레이어 1명을 선택합니다. 그 플레이어의 초원 서식지에 있는 행동 큐브 1개마다 손에 있는 카드 1장을 이 새 아래에 끼워넣고, 같은 수만큼 카드를 뽑습니다.",Jean,translated_draft,249,atlas03_r06_c07,두건까마귀,"Choose 1 other player. For each action cube on their [grassland], tuck 1 [card] from your hand behind this bird, then draw an equal number of [card]."
ability_8ff0b0ae2703,당신을 포함해 플레이어 1명을 선택합니다. 그 플레이어가 가진 포식자 새 1마리마다 공급처에서 설치류 먹이 1개를 가져와 이 새 위에 저장합니다.,당신을 포함해 플레이어 1명을 선택합니다. 그 플레이어가 가진 포식자 새 1마리마다 공급처에서 설치류 먹이 1개를 가져와 이 새 위에 저장합니다.,Jean,translated_draft,182|183,atlas02_r06_c10|atlas02_r07_c01,크아르르이오느까마귀|그르이프프오느독수리,Choose any 1 player (including yourself). Cache 1 [rodent] from the supply on this bird for each [predator] that player has.
ability_8fff0763b19c,다른 플레이어의 공급처에서 씨앗 먹이 1개를 가져와 이 새 위에 저장합니다. 그 플레이어는 공급처에서 먹이 주사위 1개를 가져옵니다.,다른 플레이어의 공급처에서 씨앗 먹이 1개를 가져와 이 새 위에 저장합니다. 그 플레이어는 공급처에서 먹이 주사위 1개를 가져옵니다.,Jean,translated_draft,190,atlas02_r07_c08,어치,Steal 1 [seed] from another player's supply and cache it on this bird. They gain 1 [die] from the birdfeeder.
ability_91bd795a767a,새 보너스 카드 1장을 뽑습니다. 그다음 카드 3장을 뽑고 그중 1장을 가집니다.,새 보너스 카드 1장을 뽑습니다. 그다음 카드 3장을 뽑고 그중 1장을 가집니다.,Jean,translated_draft,226|227,atlas03_r04_c04|atlas03_r04_c05,붉은크느오트새|검은꼬리갓윗새,Draw 1 new bonus card. Then draw 3 [card] and keep 1 of them.
ability_9666e599c0d8,"당신의 다른 새 중 원하는 새에서 알 1개를 버리고, 공급처에서 아무 먹이 1개를 가져옵니다.","당신의 다른 새 중 원하는 새에서 알 1개를 버리고, 공급처에서 아무 먹이 1개를 가져옵니다.",Jean,translated_draft,66|67|68,atlas01_r02_c04|atlas01_r02_c05|atlas01_r02_c06,아메리카까마귀|물고기까마귀|검은관밤왜가리,Discard 1 [egg] from any of your other birds to gain 1 [wild] from the supply.
ability_97d81cefa370,공급처를 다시 굴립니다. 그렇게 했다면 다시 굴린 뒤 공급처에서 무척추동물 먹이 1개를 가져옵니다.,공급처를 다시 굴립니다. 그렇게 했다면 다시 굴린 뒤 공급처에서 무척추동물 먹이 1개를 가져옵니다.,Jean,translated_draft,221,atlas03_r03_c09,에어오프이느브이이트어새,"Reset the birdfeeder. If you do, gain 1 [invertebrate] from the birdfeeder after resetting."
ability_9a1421938cb6,"덱에서 카드 1장을 확인합니다. 날개 길이가 75센티미터 미만이면 이 새 아래에 끼워넣고, 아니면 버립니다.","덱에서 카드 1장을 확인합니다. 날개 길이가 75센티미터 미만이면 이 새 아래에 끼워넣고, 아니면 버립니다.",Jean,translated_draft,90|91|92|93|94|95,atlas01_r04_c08|atlas01_r04_c09|atlas01_r04_c10|atlas01_r05_c01|atlas01_r05_c02|atlas01_r05_c03,붉은꼬리매|북부개구리매|쿠퍼매|붉은시아우르드어에드매|줄무늬올빼미|스웨인슨매,"Look at a [card] from the deck. If <75cm, tuck it behind this bird. If not, discard it. || Look at a [card] from the deck. If <75cm, tuck it under this bird. If not, discard it."
ability_9a334a02292b,새 보너스 카드 1장을 뽑습니다. 그다음 카드 1장을 가져오거나 원하는 새 1마리에 알 1개를 낳습니다.,새 보너스 카드 1장을 뽑습니다. 그다음 카드 1장을 가져오거나 원하는 새 1마리에 알 1개를 낳습니다.,Jean,translated_draft,225|230,atlas03_r04_c03|atlas03_r04_c08,흰올빼미|작은브우스트아르드새,Draw 1 new bonus card. Then gain 1 [card] or lay 1 [egg] on any bird.
ability_9a95179e3873,손에 있는 카드 1장을 이 새 아래에 끼워넣습니다. 그렇게 했다면 공급처에서 무척추동물 먹이 1개를 가져옵니다.,손에 있는 카드 1장을 이 새 아래에 끼워넣습니다. 그렇게 했다면 공급처에서 무척추동물 먹이 1개를 가져옵니다.,Jean,translated_draft,174,atlas02_r06_c02,브오크스스칼새,"Tuck a [card] from your hand behind this bird. If you do, gain 1 [invertebrate] from the supply."
ability_9bef75415cfc,공급처 밖에 있는 모든 주사위를 굴립니다. 물고기 먹이가 하나라도 나오면 나온 수만큼 공급처에서 물고기 먹이를 가져와 이 새 위에 저장합니다.,공급처 밖에 있는 모든 주사위를 굴립니다. 물고기 먹이가 하나라도 나오면 나온 수만큼 공급처에서 물고기 먹이를 가져와 이 새 위에 저장합니다.,Jean,translated_draft,238,atlas03_r05_c06,북부그아느느에트새,"Roll all dice not in birdfeeder. If any are a [fish], gain that many [fish] from the supply and cache them on this bird."
ability_a0c3ddc66aa8,다른 플레이어 1명을 선택합니다. 그 플레이어의 초원 서식지에 있는 행동 큐브 1개마다 이 새에 알 1개를 낳습니다.,다른 플레이어 1명을 선택합니다. 그 플레이어의 초원 서식지에 있는 행동 큐브 1개마다 이 새에 알 1개를 낳습니다.,Jean,translated_draft,202,atlas03_r01_c10,드우느느오크새,"Choose 1 other player. For each action cube on their [grassland], lay 1 [egg] on this bird."
ability_a19a6c006ede,이 새를 포함해 이 열에 있는 새마다 알 1개씩 낳습니다.,이 새를 포함해 이 열에 있는 새마다 알 1개씩 낳습니다.,Jean,translated_draft,206,atlas03_r02_c04,붉은르에그그에드프아르트르이드그에새,"Lay 1 [egg] on each bird in this column, including this one."
ability_a6bc8c1313bd,모든 플레이어는 구멍형 둥지 새 1마리에 알 1개를 낳습니다. 당신은 추가로 구멍형 둥지 새 1마리에 알 1개를 낳아도 됩니다.,모든 플레이어는 구멍형 둥지 새 1마리에 알 1개를 낳습니다. 당신은 추가로 구멍형 둥지 새 1마리에 알 1개를 낳아도 됩니다.,Jean,translated_draft,54,atlas01_r01_c02,도가머리딱따구리,All players lay 1 [egg] on any 1 [cavity] bird. You may lay 1 [egg] on 1 additional [cavity] bird.
ability_a9979d0a2c95,공급처에서 무척추동물 먹이 1개를 가져옵니다.,공급처에서 무척추동물 먹이 1개를 가져옵니다.,Jean,translated_draft,72|180,atlas01_r02_c10|atlas02_r06_c08,노란배딱따구리|채색우이트에스트아르트새,Gain 1 [invertebrate] from the supply.
ability_a9ca67773b0f,공급처에 씨앗 먹이나 과일 먹이가 있다면 그중 1개를 가져옵니다.,공급처에 씨앗 먹이나 과일 먹이가 있다면 그중 1개를 가져옵니다.,Jean,translated_draft,76,atlas01_r03_c04,장밋빛가슴콩새,"Gain 1 [seed] or [fruit] from the birdfeeder, if there is one."
ability_acb055252ace,모든 플레이어는 덱에서 카드 1장을 뽑습니다.,모든 플레이어는 덱에서 카드 1장을 뽑습니다.,Jean,translated_draft,173,atlas02_r06_c01,캔버스백새,All players draw 1 [card] from the deck.
ability_aeb1ce39bd6a,이 서식지에 있는 포식자 능력 1개를 반복합니다.,이 서식지에 있는 포식자 능력 1개를 반복합니다.,Jean,translated_draft,80,atlas01_r03_c08,두건비오리,Repeat 1 [predator] power in this habitat.
ability_aeb3c5784113,알이 없는 서식지 1곳을 선택합니다. 그 서식지의 새마다 알 1개씩 낳습니다.,알이 없는 서식지 1곳을 선택합니다. 그 서식지의 새마다 알 1개씩 낳습니다.,Jean,translated_draft,203|204,atlas03_r02_c01|atlas03_r02_c02,검은딱새|작은우이트에스러오아트새,Choose a habitat with no [egg]. Lay 1 [egg] on each bird in that habitat.
ability_aef492be5c40,손에 있는 카드 1장을 버립니다. 그렇게 했다면 당신의 숲 서식지에 새 1마리를 추가로 냅니다. 원래 먹이 비용과 알 비용을 지불합니다.,손에 있는 카드 1장을 버립니다. 그렇게 했다면 당신의 숲 서식지에 새 1마리를 추가로 냅니다. 원래 먹이 비용과 알 비용을 지불합니다.,Jean,translated_draft,234,atlas03_r05_c02,그오르드크르에스트새,"Discard 1 [card] from your hand. If you do, play another bird in your [forest]. Pay its normal food and egg cost."
ability_afe92bd723c4,당신이 가진 다른 구멍형 둥지 새 1마리마다 이 새에 알 1개씩 낳습니다.,당신이 가진 다른 구멍형 둥지 새 1마리마다 이 새에 알 1개씩 낳습니다.,Jean,translated_draft,205,atlas03_r02_c03,일반흰죽지오리,Lay 1 [egg] on this bird for each other bird with a [cavity] nest that you have.
ability_b32dc59f19da,"다른 플레이어가 먹이 얻기 행동을 할 때, 그 플레이어의 턴이 끝날 때 공급처에서 무척추동물 먹이 1개나 과일 먹이 1개를 가져옵니다.","다른 플레이어가 먹이 얻기 행동을 할 때, 그 플레이어의 턴이 끝날 때 공급처에서 무척추동물 먹이 1개나 과일 먹이 1개를 가져옵니다.",Jean,translated_draft,209,atlas03_r02_c07,유라시아금빛꾀꼬리,"When another player takes the ""gain food"" action, gain 1 [invertebrate] or [fruit] from the birdfeeder at the end of their turn."
ability_b63d7e346bfc,"다른 플레이어 1명을 선택합니다. 그 플레이어의 습지 서식지에 있는 행동 큐브 1개마다 손에 있는 카드 1장을 이 새 아래에 끼워넣고, 같은 수만큼 카드를 뽑습니다.","다른 플레이어 1명을 선택합니다. 그 플레이어의 습지 서식지에 있는 행동 큐브 1개마다 손에 있는 카드 1장을 이 새 아래에 끼워넣고, 같은 수만큼 카드를 뽑습니다.",Jean,translated_draft,255,atlas03_r07_c03,큰프르아므이느그오새,"Choose 1 other player. For each action cube on their [wetland], tuck 1 [card] from your hand behind this bird, then draw an equal number of [card]."
ability_b6fca90aefb2,모든 플레이어는 사발형 둥지 새 1마리에 알 1개를 낳습니다. 당신은 추가로 사발형 둥지 새 1마리에 알 1개를 낳아도 됩니다.,모든 플레이어는 사발형 둥지 새 1마리에 알 1개를 낳습니다. 당신은 추가로 사발형 둥지 새 1마리에 알 1개를 낳아도 됩니다.,Jean,translated_draft,65,atlas01_r02_c03,라줄리멧새,All players lay 1 [egg] on any 1 [bowl] bird. You may lay 1 [egg] on 1 additional [bowl] bird.
ability_b8f8b0c52d54,모든 플레이어는 공급처에서 과일 먹이 1개를 가져옵니다.,모든 플레이어는 공급처에서 과일 먹이 1개를 가져옵니다.,Jean,translated_draft,63|178,atlas01_r02_c01|atlas02_r06_c06,볼티모어꾀꼬리|검은치이느느에드벌새,All players gain 1 [fruit] from the supply. || All players gain a [fruit] from the supply.
ability_bb94366ff190,"덱에서 카드 2장을 뽑습니다. 그중 1장은 이 새 아래에 끼워넣고, 다른 1장은 가집니다.","덱에서 카드 2장을 뽑습니다. 그중 1장은 이 새 아래에 끼워넣고, 다른 1장은 가집니다.",Jean,translated_draft,256,atlas03_r07_c04,오드아우이느스갈매기,Draw 2 [card] from the deck. Tuck 1 behind this bird and keep the other.
ability_bf71b942a3f2,당신의 숲 서식지에 있는 새 1마리에서 5마리까지 선택합니다. 선택한 새마다 당신의 공급처에서 씨앗 먹이 1개씩 가져와 저장합니다.,당신의 숲 서식지에 있는 새 1마리에서 5마리까지 선택합니다. 선택한 새마다 당신의 공급처에서 씨앗 먹이 1개씩 가져와 저장합니다.,Jean,translated_draft,186,atlas02_r07_c04,유라시아잣까마귀,Choose 1-5 birds in your [forest]. Cache 1 [seed] from your supply on each.
ability_bf7a70efb2e5,원하는 새 1마리에 알 1개를 낳습니다.,원하는 새 1마리에 알 1개를 낳습니다.,Jean,translated_draft,56|57|58|59,atlas01_r01_c04|atlas01_r01_c05|atlas01_r01_c06|atlas01_r01_c07,메뚜기참새|칩핑참새|캐신참새|베어드참새,Lay 1 [egg] on any bird.
ability_c22bfbc30782,당신의 습지 서식지에 있는 새 1마리에서 3마리까지 선택합니다. 선택한 새마다 손에 있는 카드 1장을 그 새 아래에 끼워넣습니다. 카드를 1장 이상 끼워넣었다면 카드 1장을 뽑습니다.,당신의 습지 서식지에 있는 새 1마리에서 3마리까지 선택합니다. 선택한 새마다 손에 있는 카드 1장을 그 새 아래에 끼워넣습니다. 카드를 1장 이상 끼워넣었다면 카드 1장을 뽑습니다.,Jean,translated_draft,199,atlas03_r01_c07,므우트에고니,"Choose 1-3 birds in your [wetland]. Tuck 1 [card] from your hand behind each. If you tuck at least 1 card, draw 1 [card]."
ability_c3286842f33c,"공급처에서 원하는 먹이 주사위 1개를 제거한 뒤, 공급처에서 씨앗 먹이 1개를 가져옵니다.","공급처에서 원하는 먹이 주사위 1개를 제거한 뒤, 공급처에서 씨앗 먹이 1개를 가져옵니다.",Jean,translated_draft,220,atlas03_r03_c08,앵무,"Remove any 1 [die] from the birdfeeder, then gain 1 [seed] from the supply."
ability_c6e8b4851afc,손에 있는 카드 1장을 이 새 아래에 끼워넣습니다. 그렇게 했다면 원하는 새 1마리에 알 1개를 낳습니다.,손에 있는 카드 1장을 이 새 아래에 끼워넣습니다. 그렇게 했다면 원하는 새 1마리에 알 1개를 낳습니다.,Jean,translated_draft,176,atlas02_r06_c04,흰목칼새,"Tuck a [card] from your hand behind this bird. If you do, lay 1 [egg] on any bird."
ability_cb21881b4b0d,다른 플레이어의 공급처에서 물고기 먹이 1개를 가져와 이 새 위에 저장합니다. 그 플레이어는 공급처에서 먹이 주사위 1개를 가져옵니다.,다른 플레이어의 공급처에서 물고기 먹이 1개를 가져와 이 새 위에 저장합니다. 그 플레이어는 공급처에서 먹이 주사위 1개를 가져옵니다.,Jean,translated_draft,188,atlas02_r07_c06,물총새,Steal 1 [fish] from another player's supply and cache it on this bird. They gain 1 [die] from the birdfeeder.
ability_cb77df7512ea,당신의 사발형 둥지 새마다 알 1개씩 낳습니다.,당신의 사발형 둥지 새마다 알 1개씩 낳습니다.,Jean,translated_draft,139,atlas02_r02_c07,스에이스피비새,Lay 1 [egg] on each of your birds with a [bowl] nest.
ability_cd37f8ee4f04,손에 있는 카드 1장을 이 새 아래에 끼워넣습니다. 그렇게 했다면 공급처에서 무척추동물 먹이 1개나 씨앗 먹이 1개를 가져옵니다.,손에 있는 카드 1장을 이 새 아래에 끼워넣습니다. 그렇게 했다면 공급처에서 무척추동물 먹이 1개나 씨앗 먹이 1개를 가져옵니다.,Jean,translated_draft,132,atlas02_r01_c10,꼬마동고비,"Tuck a [card] from your hand behind this bird. If you do, gain 1 [invertebrate] or 1 [seed] from the supply."
ability_cf39089a7e84,당신의 습지 서식지에 두 번째 새를 냅니다. 원래 비용을 지불합니다.,당신의 습지 서식지에 두 번째 새를 냅니다. 원래 비용을 지불합니다.,Jean,translated_draft,169|170,atlas02_r05_c07|atlas02_r05_c08,큰푸른왜가리|대백로,Play a second bird in your [wetland]. Pay its normal cost.
ability_d00fc8cca7c1,이번 라운드에 행동 4종류를 모두 사용했다면 새 1마리를 추가로 냅니다. 원래 먹이 비용과 알 비용을 지불합니다.,이번 라운드에 행동 4종류를 모두 사용했다면 새 1마리를 추가로 냅니다. 원래 먹이 비용과 알 비용을 지불합니다.,Jean,translated_draft,231|232|233,atlas03_r04_c09|atlas03_r04_c10|atlas03_r05_c01,이에르르오흐아므므어새|흰우아그트에이르새|므오르트오느이스워블러,"If you used all 4 types of actions this round, play another bird. Pay its normal food and egg cost."
ability_d04fcb676936,남아 있는 공개 카드들을 모두 버리고 새 카드 트레이를 다시 채웁니다. 그렇게 했다면 새로 공개된 카드 중 1장을 뽑습니다.,남아 있는 공개 카드들을 모두 버리고 새 카드 트레이를 다시 채웁니다. 그렇게 했다면 새로 공개된 카드 중 1장을 뽑습니다.,Jean,translated_draft,191|192|193,atlas02_r07_c09|atlas02_r07_c10|atlas03_r01_c01,황새|흰목물까마귀|검은목드이브어새,"Discard all remaining face-up [card] and refill the tray. If you do, draw 1 of the new face-up [card]."
ability_d2efc8f4dc0c,공급처에서 과일 먹이 1개를 가져옵니다.,공급처에서 과일 먹이 1개를 가져옵니다.,Jean,translated_draft,71,atlas01_r02_c09,북부홍관조,Gain 1 [fruit] from the supply.
ability_d46b7fc9352c,당신의 숲 서식지에 두 번째 새를 냅니다. 원래 비용을 지불합니다.,당신의 숲 서식지에 두 번째 새를 냅니다. 원래 비용을 지불합니다.,Jean,translated_draft,161|162|163|164,atlas02_r04_c09|atlas02_r04_c10|atlas02_r05_c01|atlas02_r05_c02,솜털딱따구리|볏박새|루비관크이느그르에트새|붉은에이에드비레오,Play a second bird in your [forest]. Pay its normal cost.
ability_d5efb1fa2f40,공급처 밖에 있는 모든 주사위를 굴립니다. 설치류 먹이가 하나라도 나오면 설치류 먹이 1개를 가져와 이 새 위에 저장합니다.,공급처 밖에 있는 모든 주사위를 굴립니다. 설치류 먹이가 하나라도 나오면 설치류 먹이 1개를 가져와 이 새 위에 저장합니다.,Jean,translated_draft,105|106|107|108|109|110|171,atlas01_r06_c03|atlas01_r06_c04|atlas01_r06_c05|atlas01_r06_c06|atlas01_r06_c07|atlas01_r06_c08|atlas02_r05_c09,동부스크이치올빼미|미시시피솔개|프어르우그이느아우스매|아메리카황조롱이|가면올빼미|굴파는올빼미|넓은날개매,"Roll all dice not in birdfeeder. If any are [rodent], gain 1 [rodent] and cache it on this card. || Roll all dice not in birdfeeder. If any are a [rodent], gain 1 [rodent] and cache it on this card."
ability_d8e42bf0fb03,당신의 공급처에서 아무 먹이 1개를 버립니다. 그렇게 했다면 당신의 습지 서식지에 새 1마리를 추가로 냅니다. 원래 먹이 비용과 알 비용을 지불합니다.,당신의 공급처에서 아무 먹이 1개를 버립니다. 그렇게 했다면 당신의 습지 서식지에 새 1마리를 추가로 냅니다. 원래 먹이 비용과 알 비용을 지불합니다.,Jean,translated_draft,235,atlas03_r05_c03,일반므우르흐에느크스크새,"Discard 1 [wild] from your supply. If you do, play another bird in your [wetland]. Pay its normal food and egg cost."
ability_d97cc3a18b1d,"새 보너스 카드 1장을 뽑습니다. 그다음 공급처에서 먹이 주사위 1개를 가져오거나, 원하는 새 1마리에 알 1개를 낳거나, 카드 1장을 뽑습니다.","새 보너스 카드 1장을 뽑습니다. 그다음 공급처에서 먹이 주사위 1개를 가져오거나, 원하는 새 1마리에 알 1개를 낳거나, 카드 1장을 뽑습니다.",Jean,translated_draft,229,atlas03_r04_c07,에어오프이느트어트르에비둘기,"Draw 1 new bonus card. Then gain 1 [die] from the birdfeeder, lay 1 [egg] on any bird, or draw 1 [card]."
ability_dc8a6e71215f,이 새에 알 1개를 낳습니다.,이 새에 알 1개를 낳습니다.,Jean,translated_draft,60|61|62|177,atlas01_r01_c08|atlas01_r01_c09|atlas01_r01_c10|atlas02_r06_c05,캘리포니아메추라기|북부보브화이트새|애도비둘기|스크아르에드메추라기,Lay 1 [egg] on this bird.
ability_dcf59b003fd0,공급처에서 씨앗 먹이 3개를 가져옵니다.,공급처에서 씨앗 먹이 3개를 가져옵니다.,Jean,translated_draft,143,atlas02_r03_c01,아메리카그오르드프이느치새,Gain 3 [seed] from the supply.
ability_dd67a2662bb9,카드 2장을 뽑습니다.,카드 2장을 뽑습니다.,Jean,translated_draft,136|137,atlas02_r02_c04|atlas02_r02_c05,캐롤라이나굴뚝새|검은느에크에드장다리물떼새,Draw 2 [card].
ability_dd7edad66238,당신의 공급처에서 씨앗 먹이 1개를 버립니다. 그렇게 했다면 이 새에 알 2개를 낳습니다.,당신의 공급처에서 씨앗 먹이 1개를 버립니다. 그렇게 했다면 이 새에 알 2개를 낳습니다.,Jean,translated_draft,207,atlas03_r02_c05,스에크르아스종다리,"Discard 1 [seed] from your supply. If you do, lay 2 [egg] on this bird."
ability_dee3e4b05911,공급처에 있는 무척추동물 먹이를 모두 가져옵니다.,공급처에 있는 무척추동물 먹이를 모두 가져옵니다.,Jean,translated_draft,144|219,atlas02_r03_c02|atlas03_r03_c07,북부딱따구리|검은딱따구리,Gain all [invertebrate] that are in the birdfeeder.
ability_df2528e929cf,공급처에 있는 물고기 먹이를 모두 가져옵니다.,공급처에 있는 물고기 먹이를 모두 가져옵니다.,Jean,translated_draft,145,atlas02_r03_c03,흰머리수리,Gain all [fish] that are in the birdfeeder.
ability_e1637bf4f833,당신의 구멍형 둥지 새마다 알 1개씩 낳습니다.,당신의 구멍형 둥지 새마다 알 1개씩 낳습니다.,Jean,translated_draft,140,atlas02_r02_c08,아시목딱새,Lay 1 [egg] on each of your birds with a [cavity] nest.
ability_e9a8444f3abd,공급처를 다시 굴립니다. 그렇게 했다면 다시 굴린 뒤 공급처에서 먹이 주사위 1개를 가져옵니다.,공급처를 다시 굴립니다. 그렇게 했다면 다시 굴린 뒤 공급처에서 먹이 주사위 1개를 가져옵니다.,Jean,translated_draft,212,atlas03_r02_c10,큰트이트새,"Reset the birdfeeder. If you do, gain 1 [die] from the birdfeeder after resetting."
ability_ebd926bf1aa9,손에 있는 카드를 최대 3장까지 이 새 아래에 끼워넣습니다. 끼워넣은 카드 1장마다 카드 1장을 뽑습니다.,손에 있는 카드를 최대 3장까지 이 새 아래에 끼워넣습니다. 끼워넣은 카드 1장마다 카드 1장을 뽑습니다.,Jean,translated_draft,254,atlas03_r07_c02,르우프프새,Tuck up to 3 [card] from your hand behind this bird. Draw 1 [card] for each card you tucked.
ability_edbae457a47c,다른 플레이어의 공급처에서 설치류 먹이 1개를 가져와 이 새 위에 저장합니다. 그 플레이어는 공급처에서 먹이 주사위 1개를 가져옵니다.,다른 플레이어의 공급처에서 설치류 먹이 1개를 가져와 이 새 위에 저장합니다. 그 플레이어는 공급처에서 먹이 주사위 1개를 가져옵니다.,Jean,translated_draft,189,atlas02_r07_c07,금눈쇠올빼미,Steal 1 [rodent] from another player's supply and cache it on this bird. They gain 1 [die] from the birdfeeder.
ability_f19278f09101,손에 있는 카드 1장을 이 새 아래에 끼워넣습니다. 그렇게 했다면 이 새에 알 1개도 낳습니다.,손에 있는 카드 1장을 이 새 아래에 끼워넣습니다. 그렇게 했다면 이 새에 알 1개도 낳습니다.,Jean,translated_draft,116|117|118|119|120|121,atlas01_r07_c04|atlas01_r07_c05|atlas01_r07_c06|atlas01_r07_c07|atlas01_r07_c08|atlas01_r07_c09,붉은날개검은새|일반검정새|브루어검은새|노란머리검은새|부시팃새|딕시슬새,"Tuck a [card] from your hand behind this bird. If you do, also lay 1 [egg] on this bird."
ability_f506abb510fd,이 서식지에 있는 다른 새 1마리의 갈색 능력을 반복합니다.,이 서식지에 있는 다른 새 1마리의 갈색 능력을 반복합니다.,Jean,translated_draft,78|79,atlas01_r03_c06|atlas01_r03_c07,회색크아트브어드새|북부흉내지빠귀,Repeat a brown power on one other bird in this habitat.
ability_f5c47e7ac29f,"비용을 지불하는 대신, 당신의 개인판에 있는 다른 새 위에 이 새를 내도 됩니다. 그 새 위에 있던 알과 먹이는 모두 버립니다. 그 새는 끼워넣은 카드가 됩니다.","비용을 지불하는 대신, 당신의 개인판에 있는 다른 새 위에 이 새를 내도 됩니다. 그 새 위에 있던 알과 먹이는 모두 버립니다. 그 새는 끼워넣은 카드가 됩니다.",Jean,translated_draft,243|244|245|246,atlas03_r06_c01|atlas03_r06_c02|atlas03_r06_c03|atlas03_r06_c04,므오느트아그우스개구리매|일반브우즈즈아르드크스크새|붉은솔개|유라시아흐오브브이새,"Instead of paying any costs, you may play this bird on top of another bird on your player mat. Discard any eggs and food from that bird. It becomes a tucked card."
ability_fc7708ef16e3,카드 2장을 뽑습니다. 다른 모든 플레이어는 덱에서 카드 1장을 뽑습니다.,카드 2장을 뽑습니다. 다른 모든 플레이어는 덱에서 카드 1장을 뽑습니다.,Jean,translated_draft,198,atlas03_r01_c06,스아브이스워블러,Draw 2 [card]. All other players draw 1 [card] from the deck.
ability_fd7fd28790ff,"덱에서 카드 1장을 확인합니다. 날개 길이가 50센티미터 미만이면 이 새 아래에 끼워넣고, 아니면 버립니다.","덱에서 카드 1장을 확인합니다. 날개 길이가 50센티미터 미만이면 이 새 아래에 끼워넣고, 아니면 버립니다.",Jean,translated_draft,89,atlas01_r04_c07,큰로드러너,"Look at a [card] from the deck. If <50cm, tuck it behind this bird. If not, discard it."
