card_no,bird_name,bird_name_ko,tts_text,voice_tag,review_status,source_file_name,source_vo_id,source_transcript,source_score
357,Crested Ibis,볏따오기,볏따오기입니다. 습지와 얕은 물가에서 긴 다리와 부리를 활용해 먹이를 찾습니다.,Jean,draft,357_Crested_Ibis_VO_1.wav,1,"Crested Ibis. There were only 10 wild Crested Ibises in the 1980s, but breeding programs are reintroducing them.",75
358,Spoon Billed Sandpiper,spoonbilled도요새,spoonbilled도요새입니다. 해안과 습지 가장자리에서 긴 부리로 작은 먹이를 찾아냅니다.,Jean,draft,358_Spoon_Billed_Sandpiper_VO_1.wav,1,"In 2020, there were thought to be fewer than 200 breeding pairs of this critically endangered bird.",60
359,White Headed Duck,흰머리오리,흰머리오리입니다. 물가에서 생활하며 헤엄과 잠수를 활용해 먹이를 찾습니다.,Jean,draft,359_White_Headed_Duck_VO_1.wav,1,Droughts and agriculture have dried up the lakes that were this endangered bird's breeding habitat.,60
360,Greater Adjutant,큰adjutant새,큰adjutant새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,360_Greater_Adjutant_VO_1.wav,1,Greater Adjutant. Widespread wetland loss led this bird to go from being one of the most common storks to the rarest.,75
361,Indian Vulture,indian독수리,indian독수리입니다. 날카로운 시야와 강한 날개로 하늘을 누비는 맹금류입니다.,Jean,draft,361_Indian_Vulture_VO_1.wav,1,Indian Vulture. India banned use of diclofenac in cattle in 2008 after it caused the death of millions of vultures.,75
362,Great Indian Bustard,큰indianbustard새,큰indianbustard새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,362_Great_Indian_Bustard_VO_1.wav,1,"Great Indian Bustard. This critically endangered bird can weigh as much as 18 kilograms, making it the heaviest flying bird.",75
363,Red Crowned Crane,붉은crowned두루미,붉은crowned두루미입니다. 습지와 얕은 물가에서 긴 다리와 부리를 활용해 먹이를 찾습니다.,Jean,draft,363_Red_Crowned_Crane_VO_1.wav,1,"This endangered crane is associated in different cultures with longevity, purity, and peace.",60
364,Large Billed Crow,largebilled까마귀,largebilled까마귀입니다. 영리하고 적응력이 뛰어나며 다양한 먹이를 활용하는 새입니다.,Jean,draft,364_Large_Billed_Crow_VO_1.wav,1,"Large Billed Crow. These gregarious crows will take advantage of almost any food source, living or dead.",75
365,Rook,rook새,rook새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,365_Rook_VO_1.wav,1,Rook. The word rookery comes from these birds who nest in large colonies.,75
366,Brown Shrike,갈색때까치,갈색때까치입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,366_Brown_Shrike_VO_1.wav,1,Brown Shrike. The name lanius means butcher and was given because Shrike store their prey by hanging it.,75
367,Willow Tit,willowtit새,willowtit새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,367_Willow_Tit_VO_1.wav,1,Willow Tit. These birds have been recorded storing up to 200 food items in a day.,75
368,House Crow,집까마귀,집까마귀입니다. 영리하고 적응력이 뛰어나며 다양한 먹이를 활용하는 새입니다.,Jean,draft,368_House_Crow_VO_1.wav,1,These food-catching birds can pass a test indicating they recognize themselves in a mirror.,60
369,Sri Lanka Blue Magpie,srilanka푸른까치,srilanka푸른까치입니다. 영리하고 적응력이 뛰어나며 다양한 먹이를 활용하는 새입니다.,Jean,draft,369_Sri_Lanka_Blue_Magpie_VO_1.wav,1,Sri Lanka Blue Magpie. This intelligent corvid rubs caterpillars on branches to remove their hairs before eating them.,75
370,Verditer Flycatcher,verditer딱새,verditer딱새입니다. 나뭇가지에서 기다리다가 날아오르는 곤충을 재빠르게 낚아챕니다.,Jean,draft,370_Verditer_Flycatcher_VO_1.wav,1,Verditer Flycatcher. The color Verditer is an intense blue made by adding chalk or whiting to a copper nitrate solution.,75
371,Himalayan Monal,himalayanmonal새,himalayanmonal새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,371_Himalayan_Monal_VO_1.wav,1,"This is the national bird of Nepal and the state bird of Uttarakhand, India.",60
372,Graceful Prinia,gracefulprinia새,gracefulprinia새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,372_Graceful_Prinia_VO_1.wav,1,"The Prinia's nest is an oval pouch woven out of grass, with a side entrance near the top.",60
373,Eurasian Treecreeper,유라시아treecreeper새,유라시아treecreeper새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,373_Eurasian_Treecreeper_VO_1.wav,1,"Tree creepers forage by hopping up tree trunks, then fluttering down to the base of the next tree.",60
374,Oriental Magpie Robin,oriental까치로빈,oriental까치로빈입니다. 영리하고 적응력이 뛰어나며 다양한 먹이를 활용하는 새입니다.,Jean,draft,374_Oriental_Magpie_Robin_VO_1.wav,1,Oriental Magpie Robin. This songbird is the national bird of Bangladesh where it is widespread.,75
375,Coppersmith Barbet,coppersmithbarbet새,coppersmithbarbet새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,375_Coppersmith_Barbet_VO_1.wav,1,This bird's call is a repetitive metallic tuck that sounds like a copper sheet being beaten.,60
376,Common Green Magpie,일반초록까치,일반초록까치입니다. 영리하고 적응력이 뛰어나며 다양한 먹이를 활용하는 새입니다.,Jean,draft,376_Common_Green_Magpie_VO_1.wav,1,"Common Green Magpie. Despite its Latin name, this bird is generally found in the Himalayas in Southeast Asia, not China.",75
377,Great Spotted Woodpecker,큰점박이딱따구리,큰점박이딱따구리입니다. 나무줄기를 타고 오르며 부리로 두드려 곤충이나 수액을 찾습니다.,Jean,draft,377_Great_Spotted_Woodpecker_VO_1.wav,1,"Woodpeckers can make up to 12,000 pecs per day at around 20 pecs per second.",60
378,Azure Tit,azuretit새,azuretit새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,378_Azure_Tit_VO_1.wav,1,Azure Tit. This species will hybridize with the Eurasian blue tit where their ranges overlap.,75
379,Scaly Breasted Munia,scaly가슴munia새,scaly가슴munia새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,379_Scaly_Breasted_Munia_VO_1.wav,1,Scaly Breasted Munia. These social finches gain time to forage by sharing the work of looking out for predators.,75
380,Gray Wagtail,회색wagtail새,회색wagtail새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,380_Gray_Wagtail_VO_1.wav,1,Gray Wagtail. Wagtails constantly move their tails up and down as they forage in the rocky areas and rivers.,75
381,Olive Backed Sunbird,olivebackedsunbird새,olivebackedsunbird새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,381_Olive_Backed_Sunbird_VO_1.wav,1,"Olive Backed Sunbird. Sunbirds feed largely on nectar, but they will also take insects, especially when feeding young.",75
382,White Browed Tit Warbler,흰browedtit워블러,흰browedtit워블러입니다. 작은 몸집과 뚜렷한 울음소리로 숲과 초원에서 존재감을 드러냅니다.,Jean,draft,382_White_Browed_Tit_Warbler_VO_1.wav,1,"These birds spend a lot of time in juniper thickets, making their colorful plumage hard to see.",60
383,Desert Wheatear,사막wheatear새,사막wheatear새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,383_Desert_Wheatear_VO_1.wav,1,Desert Wheatear. The desert wheatears that breed in the arid areas of Central Asia over winter in northeast Africa.,75
384,Eurasian Hoopoe,유라시아hoopoe새,유라시아hoopoe새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,384_Eurasian_Hoopoe_VO_1.wav,1,Hoopoes use their long bills to extract insect larvae from the ground or surface litter.,60
385,White Crested Laughingthrush,흰볏laughingthrush새,흰볏laughingthrush새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,385_White_Crested_Laughingthrush_VO_1.wav,1,White Crested Laughingthrush. These social birds can make loud outbursts that sound something like laughter.,75
386,Grandala,grandala새,grandala새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,386_Grandala_VO_1.wav,1,This bird breeds above the treeline in the Himalayas.,60
387,Eurasian Coot,유라시아물닭,유라시아물닭입니다. 습지와 얕은 물가에서 긴 다리와 부리를 활용해 먹이를 찾습니다.,Jean,draft,387_Eurasian_Coot_VO_1.wav,1,"Coots have lobed toes, not webbed feet, that help them swim through water and walk on mud.",60
388,Rosy Starling,rosy찌르레기,rosy찌르레기입니다. 작은 몸집과 뚜렷한 울음소리로 숲과 초원에서 존재감을 드러냅니다.,Jean,draft,388_Rosy_Starling_VO_1.wav,1,Farmers in China have reduced pesticide use by encouraging these birds to nest near their fields.,60
389,Baya Weaver,bayaweaver새,bayaweaver새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,389_Baya_Weaver_VO_1.wav,1,Baya Weaver. These gregarious birds may weave up to 60 nests in a single tree.,75
390,Green Bee Eater,초록beeeater새,초록beeeater새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,390_Green_Bee_Eater_VO_1.wav,1,These insectivores often roost in large groups.,60
391,Ibisbill,ibisbill새,ibisbill새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,391_Ibisbill_VO_1.wav,1,"Ibisbill. The Ibisbill is most closely related to the oyster catchers, avocets and stilts, not Ibises.",75
392,Indian Peafowl,indianpeafowl새,indianpeafowl새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,392_Indian_Peafowl_VO_1.wav,1,Indian Peafowl. This bird was designated the National Bird of India in 1963.,75
393,Common Sandpiper,일반도요새,일반도요새입니다. 해안과 습지 가장자리에서 긴 부리로 작은 먹이를 찾아냅니다.,Jean,draft,393_Common_Sandpiper_VO_1.wav,1,"Common Sandpiper. Common Sandpipers often forage alone, but can be found roosting in large groups.",75
394,Sarus Crane,sarus두루미,sarus두루미입니다. 습지와 얕은 물가에서 긴 다리와 부리를 활용해 먹이를 찾습니다.,Jean,draft,394_Sarus_Crane_VO_1.wav,1,These wetland birds have adapted to human settings like irrigation ditches and rice fields.,60
395,Little Grebe,논병아리,논병아리입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,395_Little_Grebe_VO_1.wav,1,"Little Grebe. Grebes are quick divers. Their scientific name comes from takas, fast, and bopto to sink.",75
396,Plumbeous Redstart,plumbeous딱새,plumbeous딱새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,396_Plumbeous_Redstart_VO_1.wav,1,This bird's Plumbeous Gray color is good camouflage for the rocky stream beds where it forages.,60
397,Little Egret,쇠백로,쇠백로입니다. 습지와 얕은 물가에서 긴 다리와 부리를 활용해 먹이를 찾습니다.,Jean,draft,397_Little_Egret_VO_1.wav,1,"Little Egret. This egret spread its range in the 20th century, including establishing a population in Barbados.",75
398,Twite,트와이트새,트와이트새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,398_Twite_VO_1.wav,1,"Outside of breeding season, Twites will gather in large numbers, often with other finches.",75
399,Brambling,되새,되새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,399_Brambling_VO_1.wav,1,Brambling. Bramblings form large flocks in the winter when they especially like the seeds of beech trees.,75
400,Smew,흰비오리,흰비오리입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,400_Smew_VO_1.wav,1,Smew. This small duck breeds in freshwater lakes in the subarctic taiga.,75
401,Ruddy Shelduck,붉은빛혹부리오리,붉은빛혹부리오리입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,401_Ruddy_Shelduck_VO_1.wav,1,Ruddy Shelduck. Some say the Buddha used the way these ducks call for their mates as a symbol of attachment.,75
402,Mandarin Duck,원앙,원앙입니다. 물가에서 생활하며 헤엄과 잠수를 활용해 먹이를 찾습니다.,Jean,draft,402_Mandarin_Duck_VO_1.wav,1,Mandarin Duck. A Chinese saying describes loving couples as two Mandarin ducks playing in water.,75
403,Common Teal,쇠오리,쇠오리입니다. 물가에서 생활하며 헤엄과 잠수를 활용해 먹이를 찾습니다.,Jean,draft,403_Common_Teal_VO_1.wav,1,Common Teal. This small migratory duck has a range that covers much of the northern hemisphere.,75
404,Yellow Bittern,노란해오라기,노란해오라기입니다. 습지와 얕은 물가에서 긴 다리와 부리를 활용해 먹이를 찾습니다.,Jean,draft,404_Yellow_Bittern_VO_1.wav,1,Yellow Bittern. Bittern's long thin stripes are camouflaged for living among reeds.,75
405,Blue Rock Thrush,푸른바위지빠귀,푸른바위지빠귀입니다. 작은 몸집과 뚜렷한 울음소리로 숲과 초원에서 존재감을 드러냅니다.,Jean,draft,405_Blue_Rock_Thrush_VO_1.wav,1,"Blue rock thrush. This bird was initially considered a thrush, but is actually more closely related to flycatchers.",75
406,Spotted Dove,점박이비둘기,점박이비둘기입니다. 부드러운 울음소리와 씨앗을 먹는 습성이 잘 알려진 새입니다.,Jean,draft,406_Spotted_Dove_VO_1.wav,1,This bird is native to Southern Asia but has been introduced in North America and Oceania.,60
407,Red Avadavat,붉은아바다바트,붉은아바다바트입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,407_Red_Avadavat_VO_1.wav,1,"Red Avadavat. In courtship display, male Avadavats holds a feather or stem in their bill and slowly bow.",75
408,Satyr Tragopan,satyr비단꿩,satyr비단꿩입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,408_Satyr_Tragopan_VO_1.wav,1,"During display, males of this species inflate their colorful lappets and display blue horns.",60
409,Black Drongo,검은바람까마귀,검은바람까마귀입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,409_Black_Drongo_VO_1.wav,1,"These birds are aggressive toward others in their territory, dive bombing even much larger birds.",60
410,Red Wattled Lapwing,붉은wattled댕기물떼새,붉은wattled댕기물떼새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,410_Red_Wattled_Lapwing_VO_1.wav,1,"Red Wattled Lapwing. Lapwings aggressively defend their nests, diving at potential predators while calling loudly.",75
411,Violet Cuckoo,보라뻐꾸기,보라뻐꾸기입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,411_Violet_Cuckoo_VO_1.wav,1,Violet Cuckoo. This cuckoo often lays its eggs in the nest of small sunbirds and spider hunters.,75
412,Asian Koel,검은뻐꾸기,검은뻐꾸기입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,412_Asian_Koel_VO_1.wav,1,Asian Koel. Male Koels may distract a bird from its nest so their partner can lay eggs there.,75
413,Green Pheasant,꿩,꿩입니다. 주로 땅 위에서 생활하며 풀숲과 덤불 사이를 빠르게 오갑니다.,Jean,draft,413_Green_Pheasant_VO_1.wav,1,Green Pheasant. This bird was designated the National Bird of Japan in 1947.,75
414,Purple Heron,붉은왜가리,붉은왜가리입니다. 습지와 얕은 물가에서 긴 다리와 부리를 활용해 먹이를 찾습니다.,Jean,draft,414_Rock_Pigeon_VO_1.wav,1,These birds were domesticated before 3000 BCE as message carriers and for food.,60
415,Golden Pheasant,황금꿩,황금꿩입니다. 주로 땅 위에서 생활하며 풀숲과 덤불 사이를 빠르게 오갑니다.,Jean,draft,415_Golden_Pheasant_VO_1.wav,1,Golden Pheasant. The mythological phoenix is sometimes depicted as a Golden Pheasant.,75
416,Zebra Dove,얼룩말비둘기,얼룩말비둘기입니다. 부드러운 울음소리와 씨앗을 먹는 습성이 잘 알려진 새입니다.,Jean,draft,416_Zebra_Dove_VO_1.wav,1,Zebra dove. This bird is well camouflaged for feeding on open ground.,75
417,Red Junglefowl,적색야계,적색야계입니다. 주로 땅 위에서 생활하며 풀숲과 덤불 사이를 빠르게 오갑니다.,Jean,draft,417_Red_Junglefowl_VO_1.wav,1,"Red Junglefowl. Chickens were domesticated from the species of junglefowl about 8,000 years ago.",75
418,Little Ringed Plover,작은고리물떼새,작은고리물떼새입니다. 해안과 습지 가장자리에서 긴 부리로 작은 먹이를 찾아냅니다.,Jean,draft,418_Little_Ringed_Plover_VO_1.wav,1,"When they nest in hot open areas, these birds soak their feathers in water to cool off their chicks.",60
419,Crested Lark,볏종다리,볏종다리입니다. 작은 몸집과 뚜렷한 울음소리로 숲과 초원에서 존재감을 드러냅니다.,Jean,draft,419_Crested_Lark_VO_1.wav,1,Crested Lark. This lark raises its crest when it sings in territorial disputes and in courtship displays.,75
420,Bearded Reedling,수염reedling새,수염reedling새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,420_Bearded_Reedling_VO_1.wav,1,Bearded Reedling. These birds have up to four brood per year and sometimes breed the same year they were born.,75
421,Red Vented Bulbul,붉은vented직박구리,붉은vented직박구리입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,421_Red_Vented_Bulbul_VO_1.wav,1,This bird lays pink eggs with maroon spots.,40
422,Common Iora,일반아이오라,일반아이오라입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,422_Common_Iora_VO_1.wav,1,Common Iora. Male Ioras display by fluffing up their feathers and parachuting through the air like a ball.,75
423,Black Stork,먹황새,먹황새입니다. 습지와 얕은 물가에서 긴 다리와 부리를 활용해 먹이를 찾습니다.,Jean,draft,423_Black_Stork_VO_1.wav,1,This shy species builds its large nests primarily in old-growth forests with very large trees.,60
424,Fire Fronted Serin,불꽃fronted방울새,불꽃fronted방울새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,424_Fire_Fronted_Serin_VO_1.wav,1,"In courtship, the males of this species raise up the red feathers on their head to show them off.",60
425,Desert Finch,사막되새,사막되새입니다. 작은 몸집과 뚜렷한 울음소리로 숲과 초원에서 존재감을 드러냅니다.,Jean,draft,425_Desert_Finch_VO_1.wav,1,Desert Finch. These finches are not restricted to deserts. They also frequent towns and agricultural areas.,75
426,Asian Emerald Dove,아시아emerald비둘기,아시아emerald비둘기입니다. 부드러운 울음소리와 씨앗을 먹는 습성이 잘 알려진 새입니다.,Jean,draft,426_Asian_Emerald_Dove_VO_1.wav,1,Asian Emerald Dove. This is the state bird of the Indian state of Tamil Nadu.,75
427,Common Tailorbird,일반재봉새,일반재봉새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,427_Common_Tailorbird_VO_1.wav,1,"Common Tailorbird. To support and camouflage their nests, Tailorbirds stitch leaves together with plant fibers.",75
428,Great Hornbill,큰코뿔새,큰코뿔새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,428_Great_Hornbill_VO_1.wav,1,Great Hornbill. These birds gather at fruiting trees and can roost in flocks of up to 200 outside breeding season.,75
429,Rose Ringed Parakeet,목도리앵무,목도리앵무입니다. 강한 부리와 사회적인 행동이 특징인 지능적인 새입니다.,Jean,draft,429_Rose_Ringed_Parakeet_VO_1.wav,1,These birds have the ability to mimic human speech and are popular pets.,60
430,Common Myna,구관조,구관조입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,430_Common_Myna_VO_1.wav,1,Common Myna. Mynas are skilled mimics and can imitate human speech.,75
431,Black Naped Oriole,검은naped꾀꼬리,검은naped꾀꼬리입니다. 작은 몸집과 뚜렷한 울음소리로 숲과 초원에서 존재감을 드러냅니다.,Jean,draft,431_Black_Naped_Oriole_VO_1.wav,1,"Black Naped Oriole. Due to geographic variation, the Black Naped Oriole has over a dozen subspecies.",75
432,Small Minivet,작은할미새사촌,작은할미새사촌입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,432_Small_Minivet_VO_1.wav,1,Small minivets often join mixed species flocks in the forest canopy where they forage for insects.,75
433,Trumpeter Finch,trumpeter되새,trumpeter되새입니다. 작은 몸집과 뚜렷한 울음소리로 숲과 초원에서 존재감을 드러냅니다.,Jean,draft,433_Trumpeter_Finch_VO_1.wav,1,Trumpeter Finch. This bird's call is said to sound like a toy trumpet.,75
434,Oriental Bay Owl,밤색가면올빼미,"밤색가면올빼미입니다. 밤에 활동하는 맹금류로, 조용히 날아 먹이를 찾는 습성이 두드러집니다.",Jean,draft,434_Oriental_Bay_Owl_VO_1.wav,1,Oriental Bay Owl. The feathers on an owl's face collect sound waves and direct them toward the owl's ears.,75
435,Eurasian Eagle Owl,수리부엉이,"수리부엉이입니다. 밤에 활동하는 맹금류로, 조용히 날아 먹이를 찾는 습성이 두드러집니다.",Jean,draft,435_Eurasian_Eagle_Owl_VO_1.wav,1,"These owls prey on rodents, rabbits, and pigeons, and have been seen taking even larger animals.",60
436,Eurasian Marsh Harrier,유라시아marsh개구리매,유라시아marsh개구리매입니다. 날카로운 시야와 강한 날개로 하늘을 누비는 맹금류입니다.,Jean,draft,436_Eurasian_Marsh_Harrier_VO_1.wav,1,"Harriers perform sky dances in which they show off for mates by swooping, tumbling, and diving.",60
437,White Throated Kingfisher,흰목물총새,흰목물총새입니다. 물가에서 기다리다가 빠르게 뛰어들어 물고기를 잡는 새입니다.,Jean,draft,437_White_Throated_Kingfisher_VO_1.wav,1,"White Throated Kingfisher. This species hunts not only fish, but also invertebrates, snakes and other small animals.",75
438,Purple Heron,붉은왜가리,붉은왜가리입니다. 습지와 얕은 물가에서 긴 다리와 부리를 활용해 먹이를 찾습니다.,Jean,draft,438_Purple_Heron_VO_1.wav,1,"Purple Heron. This patient predator is most active at dawn and dusk, waiting motionless before stabbing its prey.",75
439,Forest Owlet,숲올빼미,숲올빼미입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,439_Forest_Owlet_VO_1.wav,1,"In 1997, a team saw this species in India 113 years after the last reported sighting.",60
440,Brahminy Kite,흰머리솔개,흰머리솔개입니다. 날카로운 시야와 강한 날개로 하늘을 누비는 맹금류입니다.,Jean,draft,440_Brahminy_Kite_VO_1.wav,1,"Brahminy Kite. This bird is revered as the representation of Garuda, carrier of the god Vishnu.",75
441,Philippine Eagle,필리핀수리,필리핀수리입니다. 날카로운 시야와 강한 날개로 하늘을 누비는 맹금류입니다.,Jean,draft,441_Philippine_Eagle_VO_1.wav,1,"Philippine Eagle. Once the monkey eating eagle, this endangered raptor is more likely to eat flying lemurs and civets.",75
442,Sri Lanka Frogmouth,srilanka개구리입쏙독새,srilanka개구리입쏙독새입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,442_Sri_Lanka_Frogmouth_VO_1.wav,1,"Sri Lanka Frogmouth. Like owls, frogmouths hunt at night, but they catch prey with their beaks, not their feet.",75
443,Rhinoceros Auklet,rhinoceros바다오리,rhinoceros바다오리입니다. 바다와 호수 주변에서 생활하며 물고기와 작은 수생 동물을 노립니다.,Jean,draft,443_Rhinoceros_Auklet_VO_1.wav,1,"For breeding season, these flock hunting birds grow a horn-like structure above their beaks.",60
444,Eurasian Kestrel,유라시아황조롱이,유라시아황조롱이입니다. 서식지에 맞게 독특한 먹이 활동과 행동을 보여 주는 새입니다.,Jean,draft,444_Eurasian_Kestrel_VO_1.wav,1,"While looking for mice and similar prey, Kestrels hover by flying into the wind or by using ridge lift.",60
445,Great Cormorant,큰가마우지,큰가마우지입니다. 바다와 호수 주변에서 생활하며 물고기와 작은 수생 동물을 노립니다.,Jean,draft,445_Great_Cormorant_VO_1.wav,1,"Great Cormorant. People in China and Japan have used cormorants to fish for over 2,000 years.",75
446,Stork Billed Kingfisher,황새부리물총새,황새부리물총새입니다. 습지와 얕은 물가에서 긴 다리와 부리를 활용해 먹이를 찾습니다.,Jean,draft,446_Stork_Billed_Kingfisher_VO_1.wav,1,"Stork Billed Kingfisher. Kingfishers use their strong bills to dig burrows in riverbanks, dead trees, or termite nests.",75
